Date,Treatment_Temp,Unit,FFKE#,InitialC0 __PostC1_POCIS,FF#_Running,FF#_Running,Acetaminophen,Amoxicillin,Ampicillin,Atenolol,Atrazine,Benzophenone_1,Benzophenone_3,Beta-Cyfluthrin,Buspirone,Caffeine,Carbamazepine_A,Carbaryl,Chlorpyrifos,Chlortetracycline,Citalopram,Clarithromycin,Clothianidin,Cyhalothrin,DEET,Erythromycin,Esfenvalerate,Ibuprofen,Imidacloprid,Ketoprofen,Malathion,Metformin,Metoprolol,Naproxen,Ofloxacin,Oxytetracycline,Permethrin,Simazine,Sucralose,Sulfadiazine,Sulfadimethoxine,Sulfamethazine,Sulfamethoxazole,Tetracycline,Theobromine,Thiacloprid,Thiamethoxam,Trimethoprim,Venlafaxine,,
6/8/2023,30,3,11,C1,24,FF-24,0.007582660,0.000140323,NA,0.000004193,0.004501802,0.000342631,0.000695056,NA,0.000081497,0.009158607,0.001510860,0.000148556,0.000140177,0.004451686,0.000028652,0.000816245,0.000022224,NA,0.002344066,0.000043854,NA,0.001659118,0.001975803,0.003127211,0.000003733,0.007048294,0.002873346,0.006744508,0.012400000,0.000716544,NA,0.005256673,0.005960048,0.000080024,0.007487016,0.004591254,0.005495036,0.000231586,0.008303364,0.000005546,0.004696683,0.018082208,0.004460776,,
6/7/2023,30,4,12,C0,25,FF-25,0.007917288,NA,0.003309736,0.000005566,0.000008121,0.000389477,0.043868101,NA,0.000085556,0.009566440,0.002106703,0.000074271,0.000136349,0.003747792,0.000010165,0.000790683,0.003999960,NA,0.003242762,0.002858758,NA,0.005322173,0.002530035,0.004014834,0.000002608,0.007102676,0.003785035,0.007902723,0.015800000,0.000550164,NA,0.007196736,0.007691407,0.007764582,0.007740669,0.004930914,0.005527016,0.000189222,0.008295413,0.000511801,0.005811938,0.023381226,0.000001007,,
6/8/2023,30,4,12,C1,26,FF-26,0.007654356,NA,NA,0.000002107,0.005373421,0.000326334,0.009153837,NA,0.000076960,0.009157323,0.001818315,0.000153447,0.000097033,0.004476409,0.000021454,0.001143268,0.004987512,NA,0.002782454,0.004079876,NA,0.011372100,0.001961570,0.003698801,0.000005158,0.006837821,0.002905838,0.007199352,0.012200000,0.000714908,NA,0.006336150,0.006136800,0.007805802,0.007876499,0.004586469,0.005627978,0.000244149,0.000021131,0.000007305,0.004512063,0.018209124,0.004613096,,
6/7/2023,45,1,13,C0,27,FF-27,0.008025542,NA,0.000970354,0.000002086,0.007277440,0.000512313,0.044031517,NA,0.000112468,0.008958660,0.002833239,0.000171469,0.000047805,0.006307509,0.000016622,0.000936542,0.005299711,NA,0.003650719,0.002975576,NA,0.016058934,0.003068918,0.003715744,NA,0.007188792,0.003897318,0.006733591,0.015400000,0.000614132,NA,0.008201288,0.007794159,0.008063473,0.008173482,0.005079186,0.005689355,0.000227851,0.000013148,0.001061741,0.005588039,0.025833232,0.005860501,,
6/8/2023,45,1,13,C1,28,FF-28,0.007598289,NA,NA,0.000002384,0.004840039,0.000839194,NA,NA,0.000116773,0.009218217,0.001984197,0.000145501,0.000075425,0.004543594,0.000012488,0.000896236,0.004423586,NA,0.002445827,0.002023319,NA,0.005064814,0.002057547,0.003190942,NA,0.007241214,0.002573027,0.006466791,0.013400000,0.000093657,NA,0.005413730,0.004963526,0.007904845,0.006219670,0.004890911,0.005383642,0.000094290,0.008448807,0.000706566,0.002461881,0.020913362,0.003706517,,
6/7/2023,45,2,14,C0,29,FF-29,0.007888706,NA,0.001491021,0.000002374,0.007697014,0.000699663,0.041847008,NA,0.000182963,0.009263351,0.002920492,0.000180718,0.000110548,0.005991304,0.000016532,0.001083081,0.000013803,NA,0.003529643,0.002467303,NA,0.010206860,0.003097204,0.003546764,0.000002353,0.006866741,0.003777714,0.007026485,0.014300000,0.000562583,0.000044355,0.007903827,0.007865405,0.008004085,0.006149406,0.004873398,0.005676747,0.000224195,0.000062322,0.000941926,0.005639094,0.025363064,0.005895477,,
6/8/2023,45,2,14,C1,30,FF-30,0.010742201,NA,NA,0.000003175,0.005173497,0.000737177,NA,NA,0.000168144,0.009462316,0.002006547,0.000120885,0.000063467,0.004502023,0.000014269,0.000036868,0.006115726,NA,0.002479401,0.000035993,0.000019448,0.009034727,0.002391226,0.003251999,0.000007207,0.007099401,0.002633229,0.005518126,0.012200000,0.000623112,NA,0.005451611,0.005151806,0.008033518,0.005475970,0.004877518,0.005636324,0.000210144,0.008727309,0.000635258,0.002937201,0.020036197,0.003847975,,
6/7/2023,45,3,15,C0,31,FF-31,0.007821420,NA,0.001336950,0.000003162,0.006759757,0.000428993,NA,NA,0.000134558,0.009124384,0.002478006,0.000032118,0.000116610,0.005438581,NA,0.000955299,0.005222659,NA,0.003254299,0.002210056,NA,0.016344860,0.002671923,0.003715226,NA,0.006862453,0.003639689,0.006995784,0.015300000,0.000428007,NA,0.007144621,0.007304937,0.007629739,0.006064692,0.004911129,0.005353290,0.000179162,0.008280075,0.000627647,0.005301211,0.024463891,0.005518903,,
6/8/2023,45,3,15,C1,32,FF-32,0.006284626,NA,NA,NA,0.004058547,0.000725498,NA,NA,0.000144610,0.007424860,0.001563783,0.000019731,0.000080569,0.003612980,0.000002448,0.000799249,0.000009811,NA,0.001853527,0.002206905,0.000020260,0.011711871,0.001800154,0.002579672,0.000004566,0.005835310,0.002036246,0.005310238,0.010400000,0.000241876,NA,0.004176609,0.004165893,0.006495937,0.005473821,0.003824371,0.004480321,0.000001163,0.006507080,0.000009557,0.002375443,0.016078147,0.003118276,,
6/7/2023,45,4_Control,16,C0,33,FF-33,0.004433896,0.000125096,0.000312220,0.000001906,0.000011295,0.000876503,0.013856213,NA,0.000098617,0.005533236,0.002421907,0.000290064,0.000450835,0.000035414,0.000079077,0.000215497,0.006779610,0.000330686,0.003290921,0.000679186,0.000146706,0.007318662,0.002579898,0.003887229,0.000046539,0.006901013,0.001971876,0.007634694,0.006100000,0.000337329,NA,0.007909643,0.006324790,0.004655043,0.008098438,0.004478839,0.004748449,0.000095048,0.000019908,0.001278957,0.003848638,0.018076872,0.004762236,,
